,date,state,cases,deaths,population,Infec_mean,Infec_lb,Infec_ub
66,2020-05-13,MG,3733,135,16031805.0,3749.6775549834692,3666.041686752513,3843.545081561611
67,2020-05-14,MG,3950,139,16321785.0,3933.2306594779975,3842.6628533085027,4032.3350602387236
68,2020-05-15,MG,4196,146,16584942.0,4125.063188044166,4026.8392520448997,4227.46610003411
69,2020-05-16,MG,4474,150,16737697.0,4325.549774598425,4215.157895680051,4439.440840323626
70,2020-05-17,MG,4611,156,16806380.0,4535.078657424456,4411.556567419198,4661.115579578822
71,2020-05-18,MG,4695,161,16903033.0,4754.056983754868,4621.942090517548,4893.0767523004415
72,2020-05-19,MG,4977,167,16972819.0,4982.909174317037,4831.01541781441,5138.134136616084
73,2020-05-20,MG,5286,177,17128665.0,5222.078900070139,5046.341602652241,5397.003906605962
74,2020-05-21,MG,5596,191,17181058.0,5472.029175464896,5271.8514525467,5669.037614848345
75,2020-05-22,MG,5995,201,17301518.0,5733.246373564753,5510.062892119846,5955.012717324544
0,2020-02-25,SP,1,0,12252023.0,0.0,0.0,0.0
1,2020-02-26,SP,1,0,12252023.0,1.6635685917567102,0.4840153773283842,2.82170440265694
2,2020-02-27,SP,1,0,12252023.0,4.306793164548637,1.3624376013538648,7.218573544068246
3,2020-02-28,SP,2,0,12252023.0,7.757343379603951,2.812760255300571,12.739364983481615
4,2020-02-29,SP,2,0,12252023.0,11.9780341584015,4.33313653888742,19.469139941485906
5,2020-03-01,SP,2,0,12252023.0,17.009834893469268,6.2593101994488825,27.415383230496264
6,2020-03-02,SP,2,0,12252023.0,22.942234238071517,8.153960850448396,36.66681714397494
7,2020-03-03,SP,2,0,12252023.0,29.904921412587967,11.07064751514806,47.43112400221443
8,2020-03-04,SP,3,0,12252023.0,38.05616473252889,14.847869950842226,59.94526709536997
9,2020-03-05,SP,6,0,12252023.0,47.59450896253947,19.581550379829572,74.45892878598863
10,2020-03-06,SP,6,0,12252023.0,58.750321178701505,25.479417337725916,91.27007759550108
11,2020-03-07,SP,13,0,12391470.0,71.7972594663286,32.798229766277444,110.39265335153705
12,2020-03-08,SP,16,0,12391470.0,87.05770758196816,41.721260216397184,132.17294042176655
13,2020-03-09,SP,16,0,12391470.0,104.91155522555384,52.59755787000901,157.74921162469562
14,2020-03-10,SP,19,0,12391470.0,125.80121424707106,65.64534388354026,187.47152561955195
15,2020-03-11,SP,30,0,12391470.0,150.2485380633249,81.20555249973036,221.764000389936
16,2020-03-12,SP,46,0,12585746.0,178.86657226033788,99.9971579582324,261.3131027977008
17,2020-03-13,SP,46,0,12585746.0,212.37400773078213,122.83777105538348,306.91665154702036
18,2020-03-14,SP,65,0,12986673.0,251.61590088193788,152.200460083748,359.61086589010574
19,2020-03-15,SP,65,0,12986673.0,297.5852731954538,185.54100139026497,420.6189650086126
20,2020-03-16,SP,152,0,15178421.0,351.44911245938414,229.7333533777092,490.9894900281468
21,2020-03-17,SP,164,1,16557603.0,414.5788701418646,283.1391324214252,572.1327096879277
22,2020-03-18,SP,241,3,20223589.0,488.5852827097036,333.80777128245154,665.6585297506673
23,2020-03-19,SP,286,5,20888747.0,575.3629203636045,404.53302417679856,773.4103450237923
24,2020-03-20,SP,345,9,21565440.0,677.1341890191355,486.1504444703649,897.9172707478763
25,2020-03-21,SP,337,9,21565440.0,796.3825966535042,572.0664325591974,1043.0345881630724
26,2020-03-22,SP,337,9,21565440.0,935.8761023588606,664.5177129640173,1211.8148507312171
27,2020-03-23,SP,337,9,21565440.0,1098.2954158597058,798.4269541171687,1396.1742132583418
28,2020-03-24,SP,337,9,21565440.0,1285.3817802198205,980.4947958606571,1617.1177845481564
29,2020-03-25,SP,862,48,23338939.0,1497.953286140779,1180.5391053445398,1828.6402656505136
30,2020-03-26,SP,1053,58,24402886.0,1733.5205222087998,1434.742958621208,2076.951324129759
31,2020-03-27,SP,1223,68,25506148.0,1987.303974868524,1700.105207183234,2338.015059236145
32,2020-03-28,SP,1179,67,25506148.0,2253.142611619672,1971.3676743354374,2618.391090966025
33,2020-03-29,SP,1179,67,25506148.0,2528.911069920682,2236.5631604576447,2873.302258213101
34,2020-03-30,SP,1517,113,27130812.0,2817.296287347965,2526.1713327223542,3178.237324922501
35,2020-03-31,SP,2339,136,30207495.0,3120.506176713446,2788.9326404378944,3510.811394329624
36,2020-04-01,SP,2981,164,31192125.0,3440.210588578203,3081.773618227985,3845.209940123437
37,2020-04-02,SP,3506,188,32539020.0,3777.7977405778192,3395.341349952315,4210.109012457164
38,2020-04-03,SP,4048,219,33108718.0,4134.519073936064,3732.977225598052,4578.553192553372
39,2020-04-04,SP,4466,260,33528597.0,4511.572210639738,4088.801322997279,4969.211098651464
40,2020-04-05,SP,4620,275,33701868.0,4910.1471495701835,4457.476317409778,5387.836235252626
41,2020-04-06,SP,4866,304,34487582.0,5331.453519466188,4839.819029483355,5839.476938360588
42,2020-04-07,SP,5682,371,36141754.0,5776.736158939382,5246.789434159059,6311.2132247860745
43,2020-04-08,SP,6708,428,37282216.0,6247.284470306839,5679.8234565528965,6813.606344400464
44,2020-04-09,SP,7480,496,37729874.0,6744.438002772406,6136.859827419153,7342.55319991086
45,2020-04-10,SP,8216,540,38365891.0,7269.590613973325,6626.003382559791,7886.6817418957
46,2020-04-11,SP,8419,560,38537659.0,7824.192794095381,7147.120005814174,8457.66651726114
47,2020-04-12,SP,8755,588,38582039.0,8409.753173022684,7700.220503902982,9058.49076876364
48,2020-04-13,SP,8895,608,38796013.0,9027.839464871604,8285.400360637665,9690.356983322332
49,2020-04-14,SP,9371,695,39383857.0,9680.079034785802,8896.586165259576,10357.657430869156
50,2020-04-15,SP,11043,778,40087010.0,10368.158844075251,9542.941907628361,11061.977376020008
51,2020-04-16,SP,11568,853,40339556.0,11093.825897569635,10235.4671681153,11804.138033504707
52,2020-04-17,SP,12841,928,40511742.0,11858.885878868747,10965.315068266404,12578.716118473025
53,2020-04-18,SP,13894,991,40777916.0,12665.20196807617,11742.323109713268,13396.583694790072
54,2020-04-19,SP,14267,1015,40873058.0,13514.692690875005,12584.327177531626,14262.165381970637
55,2020-04-20,SP,14580,1037,40954525.0,14409.329161876585,13476.127899208024,15172.433675375007
56,2020-04-21,SP,15385,1093,41044917.0,15351.133491444887,14414.566069962108,16132.095348786772
57,2020-04-22,SP,15914,1134,41101553.0,16342.174680398415,15408.133545433664,17149.093598387633
58,2020-04-23,SP,16740,1345,41541465.0,17384.564540602998,16455.836849386982,18226.581753291623
59,2020-04-24,SP,17826,1512,41827039.0,18480.45262518833,17552.950254794952,19364.319165528163
60,2020-04-25,SP,20004,1667,42021500.0,19632.0199735998,18721.97484558519,20552.258034233168
61,2020-04-26,SP,20715,1700,42030060.0,20841.4723838094,19918.283306033456,21773.62829990357
62,2020-04-27,SP,21696,1825,42165565.0,22111.032248645653,21206.02695366543,23073.88354411392
63,2020-04-28,SP,24041,2049,42471436.0,23442.930493380347,22519.34312516795,24439.63063550152
64,2020-04-29,SP,26158,2247,42666676.0,24839.396238034755,23866.496826221377,25839.411356628105
65,2020-04-30,SP,28698,2375,42785205.0,26302.645806404293,25254.53783091138,27285.838292561803
66,2020-05-01,SP,30374,2511,43002422.0,27834.871421200038,26782.69570203776,28836.49931307049
67,2020-05-02,SP,31174,2586,43047060.0,29438.226967806197,28328.4424507291,30492.860653736123
68,2020-05-03,SP,31772,2627,43047060.0,31114.81387518598,29970.31613801145,32241.016344106294
69,2020-05-04,SP,32187,2654,43105693.0,32866.66522541939,31712.215052556505,34066.872976607745
70,2020-05-05,SP,34053,2851,43286532.0,34695.730496795186,33503.241466811916,35888.91664512573
71,2020-05-06,SP,37853,3045,43611066.0,36603.856073340925,35369.78179475434,37774.43281764956
72,2020-05-07,SP,39928,3206,43730344.0,38592.76893987592,37326.533933098195,39805.28720974782
73,2020-05-08,SP,41830,3416,43916204.0,40664.055253456136,39359.630797312464,42081.8220316963
74,2020-05-09,SP,44411,3608,44062158.0,42819.13966940159,41427.34262466641,44385.80309296918
75,2020-05-10,SP,45444,3709,44075619.0,45059.2667877416,43585.14849694707,46699.34926364538
76,2020-05-11,SP,46131,3743,44089725.0,47385.4760922684,45859.908359919835,49159.72880730047
77,2020-05-12,SP,47719,3949,44185367.0,49798.584721669315,48142.46171080358,51747.312510510616
78,2020-05-13,SP,51097,4118,44382943.0,52299.16430136812,50503.5646607467,54443.90835824007
79,2020-05-14,SP,54286,4315,44560790.0,54887.51906687997,52921.19318830439,57151.06218646294
80,2020-05-15,SP,58378,4501,44662889.0,57563.666011813984,55400.326690244685,59912.71588929826
81,2020-05-16,SP,61183,4688,44708599.0,60327.31404635956,57949.46613767535,62794.007100997245
